,Neural crest_corr,Neural crest_pval,Neural crest_qval,Neural crest_ci_low,Neural crest_ci_high,gene_annotation
ENSMUSG00000030822,0.7665021286153285,0.0,0.0,0.7637826225554745,0.7691944227786738,Prr14
ENSMUSG00000033581,0.7396639836770013,0.0,0.0,0.7366784929499135,0.7426206419440703,Igf2bp2
ENSMUSG00000109511,0.7376766010704724,0.0,0.0,0.7346717953755629,0.7406524653653597,Nup62
ENSMUSG00000012405,0.7345710520699749,0.0,0.0,0.7315361694460779,0.7375768260717502,Rpl15
ENSMUSG00000071659,0.7275417248467912,0.0,0.0,0.724439238029609,0.7306147380276529,Hnrnpul2
ENSMUSG00000015937,0.7266303683681505,0.0,0.0,0.7235191647863588,0.7297120523526168,H2afy
ENSMUSG00000029581,0.7247341864160339,0.0,0.0,0.7216048820283897,0.7278338765775768,Fscn1
ENSMUSG00000069844,0.7125764455801094,0.0,0.0,0.7093322212225573,0.7157904808041142,Sco1
ENSMUSG00000047407,0.709141601857698,0.0,0.0,0.7058652662632324,0.7123875957885003,Tgif1
ENSMUSG00000074480,0.7065078100862813,0.0,0.0,0.7032069583539599,0.7097782061246989,Mex3a
ENSMUSG00000031819,0.7060580518058359,0.0,0.0,0.7027530228112975,0.7093326058874065,Emc8
ENSMUSG00000040952,0.7041218784273438,0.0,0.0,0.7007988973813077,0.7074143026654865,Rps19
ENSMUSG00000059070,0.7029221473129428,0.0,0.0,0.6995880674762892,0.7062256202805576,Rpl18
ENSMUSG00000074886,0.7021896235664137,0.0,0.0,0.6988487765193413,0.705499833435407,Grk6
ENSMUSG00000021495,0.7017008485933858,0.0,0.0,0.6983554901093687,0.7050155497839232,Fam193b
ENSMUSG00000031889,0.6999016082962567,0.0,0.0,0.6965396700429839,0.703232815954225,D230025D16Rik
ENSMUSG00000047749,0.6989000993810373,0.0,0.0,0.6955289510069047,0.70224047686507,Zc3hav1l
ENSMUSG00000008036,0.6986973489897594,0.0,0.0,0.6953243376973433,0.7020395812786783,Ap2s1
ENSMUSG00000045598,0.6981588814840747,0.0,0.0,0.6947809252800162,0.7015060372089478,Zfp553
ENSMUSG00000064030,0.6972828845176707,0.0,0.0,0.6938968920064071,0.7006380418357119,Pym1
ENSMUSG00000020849,0.6961142724407282,0.0,0.0,0.6927175750914722,0.6994800887170924,Ywhae
ENSMUSG00000038022,0.6935977824692421,0.0,0.0,0.6901780949873665,0.6969864917466877,Fam188b
ENSMUSG00000020091,0.6916493060978844,0.0,0.0,0.6882118755934158,0.6950556847490965,Eif4ebp2
ENSMUSG00000029405,0.6905666433336796,0.0,0.0,0.6871193758156037,0.6939828186621574,G3bp2
ENSMUSG00000036398,0.689702380871191,0.0,0.0,0.6862472719016177,0.6931263657517445,Ppp1r11
ENSMUSG00000064120,0.6892751228133811,0.0,0.0,0.6858161410016752,0.6927029648645135,Mocs1
ENSMUSG00000045948,0.6882638562377523,0.0,0.0,0.6847957175645872,0.691700818316564,Mrps12
ENSMUSG00000003435,0.688227024666629,0.0,0.0,0.6847585527460077,0.691664318658229,Supt5
ENSMUSG00000049728,0.6880633406331936,0.0,0.0,0.6845933879381175,0.6915021094736521,Zfp668
ENSMUSG00000031776,0.6861781165775916,0.0,0.0,0.6826911348080672,0.6896338469303682,Arl2bp
ENSMUSG00000070822,0.6860981874897534,0.0,0.0,0.6826104847717326,0.6895546359544041,Zscan18
ENSMUSG00000018572,0.6858453568267773,0.0,0.0,0.6823553741731424,0.6893040762691787,Phf23
ENSMUSG00000024217,0.6848708410999529,0.0,0.0,0.681372078568109,0.6883383061049271,Snrpc
ENSMUSG00000008301,0.6839062429623651,0.0,0.0,0.6803988023412111,0.6873823524210144,Phax
ENSMUSG00000032480,0.683881458531267,0.0,0.0,0.6803737950979056,0.6873577899422202,Dhx30
ENSMUSG00000006418,0.6807725621835046,0.0,0.0,0.6772370145236358,0.6842766716745927,Rnf114
ENSMUSG00000059878,0.6794827660248881,0.0,0.0,0.6759356876807907,0.6829983631611397,Zfp422
ENSMUSG00000055839,0.679044608732764,0.0,0.0,0.6754936183277128,0.6825641034420367,Tceb2
ENSMUSG00000074634,0.6788243111121993,0.0,0.0,0.6752713547574888,0.682345764512295,Tmem267
ENSMUSG00000010097,0.6769793745773595,0.0,0.0,0.6734099792249563,0.680517206851553,Nxf1
ENSMUSG00000023994,0.6765420976095142,0.0,0.0,0.672968812608386,0.6800838054568259,Nfya
ENSMUSG00000026095,0.6747223183474962,0.0,0.0,0.6711328734228156,0.6782801282580905,Asnsd1
ENSMUSG00000063065,0.6739452886711003,0.0,0.0,0.6703489570153482,0.6775099609586599,Mapk3
ENSMUSG00000016946,0.6739335085462127,0.0,0.0,0.670337072546242,0.6774982848103892,Kctd5
ENSMUSG00000029817,0.6734611292266839,0.0,0.0,0.6698605105765394,0.6770300734401086,Tra2a
ENSMUSG00000020869,0.6726873964388483,0.0,0.0,0.6690799332341438,0.6762631612951151,Lrrc59
ENSMUSG00000048668,0.6711014181615169,0.0,0.0,0.667479950035807,0.6746911395749176,Rhno1
ENSMUSG00000034064,0.6704836668923563,0.0,0.0,0.6668567527866607,0.6740788156836398,Poglut1
ENSMUSG00000022433,0.6694822046036928,0.0,0.0,0.6658464725719075,0.6730861414451036,Csnk1e
ENSMUSG00000000959,0.6690039710893654,0.0,0.0,0.6653640328909394,0.6726120999529507,Oxa1l
ENSMUSG00000024146,0.6665266258311229,0.0,0.0,0.6628649475156801,0.6701564228041116,Cript
ENSMUSG00000029649,0.6661986728601365,0.0,0.0,0.6625341226853249,0.6698313323185726,Pomp
ENSMUSG00000037773,0.6655343063176986,0.0,0.0,0.6618639427170825,0.6691727603256518,Pced1a
ENSMUSG00000031729,0.664634640665685,0.0,0.0,0.6609564140468074,0.6682809323719617,Ist1
ENSMUSG00000062397,0.6646081964614723,0.0,0.0,0.6609297388847695,0.6682547183855405,Zfp706
ENSMUSG00000033883,0.6645793785790555,0.0,0.0,0.6609006693239321,0.6682261513753573,D3Ertd254e
ENSMUSG00000061315,0.662458131282213,0.0,0.0,0.6587609266139154,0.666123340931109,Naca
ENSMUSG00000007338,0.6613633823704298,0.0,0.0,0.6576566558519541,0.6650380842496609,Mrpl49
ENSMUSG00000002372,0.6612544812123125,0.0,0.0,0.6575468083701396,0.6649301264911748,Ranbp3
ENSMUSG00000063888,0.6612047026684095,0.0,0.0,0.6574965973156938,0.6648807791225775,Rpl7l1
ENSMUSG00000032294,0.6611785414208253,0.0,0.0,0.6574702087742341,0.6648548444674706,Pkm
ENSMUSG00000057177,0.6601386238794281,0.0,0.0,0.6564212635999436,0.6638239268673415,Gsk3a
ENSMUSG00000032103,0.6601374394216186,0.0,0.0,0.6564200688679271,0.6638227526524086,Pus3
ENSMUSG00000019777,0.6581445059629474,0.0,0.0,0.6544098747449584,0.6618470278194252,Hdac2
ENSMUSG00000021318,0.6573175179909104,0.0,0.0,0.6535757397825376,0.661027165640357,Gli3
ENSMUSG00000015165,0.6573046687318229,0.0,0.0,0.6535627795493738,0.661014427027825,Hnrnpl
ENSMUSG00000025173,0.6568038133776898,0.0,0.0,0.6530576002112233,0.6605178829348272,Wdr45b
ENSMUSG00000076431,0.6566478767159395,0.0,0.0,0.6529003179978109,0.6603632878809599,Sox4
ENSMUSG00000078681,0.6553248109009515,0.0,0.0,0.6515658486701287,0.6590515924487204,Tm2d3
ENSMUSG00000021175,0.6539432277437499,0.0,0.0,0.6501723824694089,0.6576818583720635,Cdca7l
ENSMUSG00000002308,0.6539246001577517,0.0,0.0,0.6501535948402294,0.6576633903757384,Cd320
ENSMUSG00000047714,0.6536385492674998,0.0,0.0,0.6498650868572088,0.657379789628758,Ppp1r2
ENSMUSG00000029641,0.6533316069836334,0.0,0.0,0.6495555092391208,0.6570754752527864,Rasl11a
ENSMUSG00000019432,0.6530553179520702,0.0,0.0,0.6492768491256907,0.6568015506455884,Ddx39b
ENSMUSG00000000028,0.6525198123522266,0.0,0.0,0.6487367507647067,0.6562706249765567,Cdc45
ENSMUSG00000036309,0.651099765078243,0.0,0.0,0.6473045429142862,0.6548627047233667,Skp1a
ENSMUSG00000018666,0.6502102230465839,0.0,0.0,0.6464073969394359,0.653980745960555,Cbx1
ENSMUSG00000019952,0.6499785041115401,0.0,0.0,0.6461736989613441,0.6537510007266847,Poc1b
ENSMUSG00000026254,0.6492809357954464,0.0,0.0,0.6454701772272289,0.6530593698561633,Eif4e2
ENSMUSG00000007610,0.6491249785788006,0.0,0.0,0.6453128898734144,0.6529047392280054,Gtpbp3
ENSMUSG00000030499,0.6482577940691119,0.0,0.0,0.6444383151640798,0.6520449253345341,Kctd15
ENSMUSG00000014243,0.6476970993534154,0.0,0.0,0.643872847492905,0.6514889910463054,Zswim7
ENSMUSG00000102909,0.647546160846881,0.0,0.0,0.6437206248247629,0.651339333346817,Gm2453
ENSMUSG00000066647,0.6468819632383658,0.0,0.0,0.6430507799222508,0.6506807683612127,Gm5113
ENSMUSG00000056201,0.6466972787163625,0.0,0.0,0.6428645261745464,0.650497649011711,Cfl1
ENSMUSG00000051495,0.6461628489044267,0.0,0.0,0.6423255579777924,0.6499677459198309,Irf2bp2
ENSMUSG00000033126,0.6461007623294095,0.0,0.0,0.6422629444088439,0.6499061849897898,Ybey
ENSMUSG00000007656,0.6460261167183937,0.0,0.0,0.6421876652699855,0.6498321712864936,Arpp19
ENSMUSG00000026034,0.6449694966882322,0.0,0.0,0.6411220854978386,0.6487844882645156,Clk1
ENSMUSG00000004561,0.644371822218528,0.0,0.0,0.6405193495413846,0.6481918625869402,Mettl17
ENSMUSG00000024369,0.6435949954990337,0.0,0.0,0.6397359512538825,0.6474215911132705,Nelfe
ENSMUSG00000001525,0.6432462481743344,0.0,0.0,0.6393842563079798,0.647075784147367,Tubb5
ENSMUSG00000030301,0.6430693054712001,0.0,0.0,0.6392058186986018,0.6469003326812247,Ccdc91
ENSMUSG00000032599,0.642868219124986,0.0,0.0,0.6390030339727926,0.6467009405573108,Ip6k2
ENSMUSG00000014077,0.6428449113791389,0.0,0.0,0.6389795294039697,0.6466778291534391,Chp1
ENSMUSG00000074754,0.6423628396316864,0.0,0.0,0.6384933884053624,0.6461998167490909,Gm561
ENSMUSG00000032097,0.6421442769444964,0.0,0.0,0.6382729818099708,0.6459830935033722,Ddx6
ENSMUSG00000053453,0.6406277065684783,0.0,0.0,0.6367436343410032,0.6444792696624154,Thoc7
ENSMUSG00000031931,0.6404216189652335,0.0,0.0,0.6365358128098451,0.6442749118933202,Ankrd49
ENSMUSG00000071054,0.6403343791108194,0.0,0.0,0.6364478391287363,0.6441884041368833,Safb
ENSMUSG00000026803,0.6401744052603003,0.0,0.0,0.6362865199050134,0.6440297724961153,Ttf1
ENSMUSG00000021576,0.6401626448709429,0.0,0.0,0.636274660624704,0.6440181107654842,Pdcd6
ENSMUSG00000033739,0.6393275385416647,0.0,0.0,0.6354325367379328,0.6431900056201857,Fkbpl
ENSMUSG00000006058,0.6390980935975776,0.0,0.0,0.6352011653468786,0.6429624826647871,Snf8
ENSMUSG00000059689,0.6387777911793525,0.0,0.0,0.6348781748012762,0.6426448621792913,Zfp637
ENSMUSG00000022075,0.6385960021889545,0.0,0.0,0.6346948607591576,0.6424645947398708,Rhobtb2
ENSMUSG00000033781,0.6385377216196625,0.0,0.0,0.6346360913594566,0.6424068018809754,Asb13
ENSMUSG00000020453,0.6382682716674971,0.0,0.0,0.6343643819725603,0.6421396061999199,Patz1
ENSMUSG00000023791,0.638252686302994,0.0,0.0,0.634348665948682,0.6421241511968532,Pigx
ENSMUSG00000095123,0.6376440935466805,0.0,0.0,0.6337349735990113,0.6415206464622669,Gm21781
ENSMUSG00000030744,0.6362079562241213,0.0,0.0,0.6322868219288381,0.6400964966642345,Rps3
ENSMUSG00000020659,0.63616000985173,0.0,0.0,0.632238474922353,0.6400489500421287,Cbll1
ENSMUSG00000003752,0.6356000566617724,0.0,0.0,0.6316738450922827,0.639493663226412,Itpkc
ENSMUSG00000004937,0.6355951254797698,0.0,0.0,0.6316688727443341,0.6394887731204071,Sgta
ENSMUSG00000008958,0.6354028494631851,0.0,0.0,0.63147499184233,0.6392980984882126,Vps72
ENSMUSG00000101645,0.6352080478179944,0.0,0.0,0.6312785647317177,0.6391049187737976,Gm28635
ENSMUSG00000040681,0.6347754957061819,0.0,0.0,0.6308424051176695,0.638675966360131,Hmgn1
ENSMUSG00000026014,0.6346714103826292,0.0,0.0,0.6307374520892942,0.6385727468726539,Raph1
ENSMUSG00000026036,0.6346453247526448,0.0,0.0,0.6307111490196309,0.6385468782145636,Nif3l1
ENSMUSG00000009030,0.6344343400231097,0.0,0.0,0.6304984059355823,0.6383376480642202,Pdcl
ENSMUSG00000046679,0.6342778226143123,0.0,0.0,0.6303405844869988,0.6381824319039382,C87436
ENSMUSG00000025938,0.6341281031347024,0.0,0.0,0.6301896179097475,0.6380339568594396,Slco5a1
ENSMUSG00000008333,0.6328871037858357,0.0,0.0,0.6289382930439243,0.6368032612406951,Snrpb2
ENSMUSG00000092416,0.6323554920240209,0.0,0.0,0.6284022643590378,0.6362760572230902,Zfp141
ENSMUSG00000063445,0.6322672185619944,0.0,0.0,0.6283132578359597,0.6361885153069136,Nmral1
ENSMUSG00000030842,0.6318751411993309,0.0,0.0,0.6279179257440245,0.635799685974309,Lamtor1
ENSMUSG00000060126,0.6314652574165992,0.0,0.0,0.6275046415998969,0.6353931956031419,Tpt1
ENSMUSG00000030795,0.6307801797975768,0.0,0.0,0.6268138856168667,0.6347137848545049,Fus
ENSMUSG00000059920,0.6303235819131943,0.0,0.0,0.6263535066177944,0.6342609605093317,4930453N24Rik
ENSMUSG00000031723,0.6298109707233881,0.0,0.0,0.6258366537635391,0.6337525825600273,Txnl4b
ENSMUSG00000033307,0.6295792952896418,0.0,0.0,0.6256030624481209,0.633522819228782,Mif
ENSMUSG00000030231,0.6293124890964571,0.0,0.0,0.625334050736458,0.6332582142234588,Plekha5
ENSMUSG00000030555,0.6292695004365512,0.0,0.0,0.6252907068048722,0.6332155801396345,Ttc23
ENSMUSG00000067847,0.6287056272387841,0.0,0.0,0.6247221758560182,0.632656355624521,Romo1
ENSMUSG00000030881,0.6286848410854875,0.0,0.0,0.6247012180839675,0.6326357407576608,Arfip2
ENSMUSG00000009927,0.6286389157236931,0.0,0.0,0.6246549135644566,0.6325901938198504,Rps25
ENSMUSG00000052253,0.6284336683012572,0.0,0.0,0.6244479719709425,0.6323866372976976,Zfp622
ENSMUSG00000044876,0.6279737039028956,0.0,0.0,0.6239842129266714,0.6319304602649571,Zfp444
ENSMUSG00000017286,0.6269706125095174,0.0,0.0,0.6229728559077926,0.6309356188581032,Glod4
ENSMUSG00000029249,0.6268256144076728,0.0,0.0,0.6228266641051494,0.6307918122233859,Rest
ENSMUSG00000107287,0.6266815874832313,0.0,0.0,0.6226814517516137,0.6306489685160651,Gm43458
ENSMUSG00000005897,0.6264320178262034,0.0,0.0,0.6224298286370495,0.6304014484995628,Nr2c1
ENSMUSG00000026434,0.6262010365051494,0.0,0.0,0.6221969475403364,0.6301723634394081,Nucks1
ENSMUSG00000034659,0.6255690336979095,0.0,0.0,0.6215597502572373,0.629545545579235,Tmem109
ENSMUSG00000031652,0.6254341360357537,0.0,0.0,0.6214237445486854,0.6294117539463194,N4bp1
ENSMUSG00000051344,0.6249025692131879,0.0,0.0,0.6208878138008116,0.6288845431576199,Plekhm3
ENSMUSG00000007564,0.6245579299913023,0.0,0.0,0.6205403472508528,0.628542726196152,Ppp2r1a
ENSMUSG00000032348,0.624539128814251,0.0,0.0,0.6205213918793484,0.6285240789381992,Gsta4
ENSMUSG00000064326,0.6232223175914262,0.0,0.0,0.6191937927472042,0.6272180366226039,Siva1
ENSMUSG00000022682,0.6231944793595107,0.0,0.0,0.6191657267005684,0.6271904258097201,Rrn3
ENSMUSG00000042097,0.6230516522335162,0.0,0.0,0.6190217309078436,0.627048765324254,Zfp239
ENSMUSG00000035864,0.6228134579977658,0.0,0.0,0.6187815882775234,0.626812516118556,Syt1
ENSMUSG00000039048,0.6223151692714308,0.0,0.0,0.6182792260581526,0.6263182939058862,Foxred1
ENSMUSG00000018287,0.6221786481182541,0.0,0.0,0.6181415894248076,0.626182886334598,Spag7
ENSMUSG00000048546,0.6217397136389614,0.0,0.0,0.6176990701991124,0.6257475305390463,Tob2
ENSMUSG00000001175,0.6216113818045765,0.0,0.0,0.6175696907712711,0.6256202445372584,Calm1
ENSMUSG00000021218,0.6207708392618769,0.0,0.0,0.6167222921522308,0.6247865466683558,Gdi2
ENSMUSG00000022285,0.6200175964685815,0.0,0.0,0.6159629133348344,0.6240394298733329,Ywhaz
ENSMUSG00000002031,0.6187613137174914,0.0,0.0,0.6146964134876959,0.6227933479009361,Ift46
ENSMUSG00000056167,0.6185654021013993,0.0,0.0,0.6144989104508358,0.622599025206474,Cnot10
ENSMUSG00000028100,0.6179809900606614,0.0,0.0,0.6139097541676168,0.6220193500260112,Nudt17
ENSMUSG00000048732,0.6176934973134268,0.0,0.0,0.6136199292258403,0.621734185881757,Klhl11
ENSMUSG00000033760,0.6174955266478139,0.0,0.0,0.6134203532235969,0.6215378180949148,Rbm4b
ENSMUSG00000035764,0.6171529269154635,0.0,0.0,0.6130749765927278,0.62119799103714,Fbxo45
ENSMUSG00000061032,0.6166288116009181,0.0,0.0,0.6125466161445089,0.6206781144667827,Rrp1
ENSMUSG00000072694,0.6166117644362731,0.0,0.0,0.6125294309656033,0.6206612051100456,1500011B03Rik
ENSMUSG00000020079,0.6159188813039903,0.0,0.0,0.6118309415007671,0.6199739200013878,Supv3l1
ENSMUSG00000025465,0.6155589010939101,0.0,0.0,0.6114680510956227,0.6196168457298407,Echs1
ENSMUSG00000031796,0.6154982774389268,0.0,0.0,0.611406937508944,0.6195567112937709,Cfap20
ENSMUSG00000071256,0.6149436143151665,0.0,0.0,0.6108477941262674,0.6190065219617056,Zfp213
ENSMUSG00000079710,0.6148540925962732,0.0,0.0,0.6107575496838353,0.6189177219317111,Gm3448
ENSMUSG00000020032,0.6147014795966756,0.0,0.0,0.6106037048597857,0.6187663389986198,Nuak1
ENSMUSG00000024590,0.6143800870295326,0.0,0.0,0.610279719165877,0.6184475358803054,Lmnb1
ENSMUSG00000058655,0.614175318052739,0.0,0.0,0.6100732987445435,0.6182444160218189,Eif4b
