,Neural crest_corr,Neural crest_pval,Neural crest_qval,Neural crest_ci_low,Neural crest_ci_high,gene_annotation
ENSMUSG00000031774,0.7538341377549682,0.0,0.0,0.7509878879534688,0.7566523758130103,Fam192a
ENSMUSG00000031819,0.7167015547051683,0.0,0.0,0.7134961021169051,0.7198770070822311,Emc8
ENSMUSG00000014856,0.7079683172235852,0.0,0.0,0.7046810489388382,0.7112251927340018,Tmem208
ENSMUSG00000023791,0.7065120331124416,0.0,0.0,0.7032112206154694,0.7097823900963179,Pigx
ENSMUSG00000024371,0.7043701229327314,0.0,0.0,0.7010494408036361,0.7076602586777475,C2
ENSMUSG00000042606,0.6981320788878441,0.0,0.0,0.6947538766481174,0.7014794795821501,Hirip3
ENSMUSG00000024454,0.6980218805236311,0.0,0.0,0.6946426668133442,0.7013702883074118,Hdac3
ENSMUSG00000062352,0.6976836088156524,0.0,0.0,0.6943012912417696,0.7010351070419176,Itgb1bp1
ENSMUSG00000022283,0.6954480292066091,0.0,0.0,0.6920452369988923,0.6988199144045291,Pabpc1
ENSMUSG00000001120,0.6953549241909195,0.0,0.0,0.6919512807195597,0.6987276570405954,Pcbp3
ENSMUSG00000066900,0.6952775334932858,0.0,0.0,0.6918731825227992,0.6986509708421867,Suds3
ENSMUSG00000026273,0.6946556470938607,0.0,0.0,0.6912456137832055,0.6980347427547496,Mterf4
ENSMUSG00000022526,0.6919830882130048,0.0,0.0,0.6885486935781665,0.6953864435145795,Zfp251
ENSMUSG00000090626,0.6907735092364529,0.0,0.0,0.6873281200857049,0.6941878138723996,Tex9
ENSMUSG00000032498,0.6902641268342744,0.0,0.0,0.6868141134546176,0.6936830368283416,Mlh1
ENSMUSG00000027378,0.6883528657633471,0.0,0.0,0.6848855325117348,0.6917890256480403,Nphp1
ENSMUSG00000004936,0.6875322554638799,0.0,0.0,0.684057500738088,0.6909758071745535,Map2k1
ENSMUSG00000019470,0.6867371483904074,0.0,0.0,0.6832552113798355,0.6901878538871449,Xab2
ENSMUSG00000022604,0.6826843802566613,0.0,0.0,0.6791659648062074,0.6861714224098439,Cep97
ENSMUSG00000034848,0.6812636042596625,0.0,0.0,0.6777324522941491,0.6847633345955779,Ttc21b
ENSMUSG00000031754,0.681230242560526,0.0,0.0,0.6776987918473335,0.6847302705177533,Nudt21
ENSMUSG00000048232,0.6807684058220245,0.0,0.0,0.6772328209690592,0.6842725523665772,Fbxo10
ENSMUSG00000019303,0.6804449977404997,0.0,0.0,0.6769065195827352,0.6839520267436611,Psmc3ip
ENSMUSG00000021891,0.6793073206970176,0.0,0.0,0.675758675593467,0.6828244787834336,Mettl6
ENSMUSG00000078484,0.6784523986693298,0.0,0.0,0.6748961248091134,0.681977157358968,Klhl17
ENSMUSG00000029433,0.6770565641040805,0.0,0.0,0.6734878556288878,0.6805937119926752,Diablo
ENSMUSG00000024222,0.6738195207116495,0.0,0.0,0.6702220751426787,0.6773853029903019,Fkbp5
ENSMUSG00000072694,0.6734528880270774,0.0,0.0,0.669852196432128,0.6770219049295213,1500011B03Rik
ENSMUSG00000031889,0.6732853715776165,0.0,0.0,0.6696831974507083,0.6768558658178596,D230025D16Rik
ENSMUSG00000012117,0.6725811769006623,0.0,0.0,0.6689727746835452,0.6761578775029349,Dhdds
ENSMUSG00000048058,0.6717851761242153,0.0,0.0,0.6681697417965813,0.6753688844834891,Ldlrad3
ENSMUSG00000042148,0.6714205993569515,0.0,0.0,0.6678019470609624,0.6750075146038228,Cox10
ENSMUSG00000038025,0.6712763136012491,0.0,0.0,0.6676563882426093,0.6748644975381545,Phf2
ENSMUSG00000023456,0.6711589303743334,0.0,0.0,0.6675379695237121,0.6747481462512158,Tpi1
ENSMUSG00000032415,0.6697637202081484,0.0,0.0,0.6661304655883136,0.6733651880008198,Ube2cbp
ENSMUSG00000035764,0.6671566680637501,0.0,0.0,0.6635005109921948,0.6707809619053209,Fbxo45
ENSMUSG00000033102,0.6668236998265783,0.0,0.0,0.663164624199771,0.6704509026341905,Cdc14b
ENSMUSG00000026098,0.6667469349216444,0.0,0.0,0.6630871866390621,0.670374808179682,Pms1
ENSMUSG00000033083,0.6622897660314198,0.0,0.0,0.6585910959280248,0.6659564365334123,Tbc1d4
ENSMUSG00000053553,0.6615984430830081,0.0,0.0,0.6578937597203834,0.665271108131727,3110082I17Rik
ENSMUSG00000020659,0.660784264524347,0.0,0.0,0.6570725074270476,0.6644639814792022,Cbll1
ENSMUSG00000030086,0.6604144844615717,0.0,0.0,0.6566995175558968,0.6640974013855263,Chchd6
ENSMUSG00000024502,0.659700574465371,0.0,0.0,0.6559794157357077,0.6633896643491759,Jakmip2
ENSMUSG00000001521,0.6592010810481255,0.0,0.0,0.6554755941820997,0.6628944859730841,Tulp3
ENSMUSG00000032040,0.6592005589039412,0.0,0.0,0.655475067515244,0.6628939683379267,Dcps
ENSMUSG00000071359,0.6589827755143061,0.0,0.0,0.6552553980608663,0.6626780653300425,Tbpl1
ENSMUSG00000015749,0.6588946158776471,0.0,0.0,0.6551664751164695,0.6625906667052118,Anp32e
ENSMUSG00000022674,0.6585606265502791,0.0,0.0,0.6548295949646326,0.6622595595283346,Ube2v2
ENSMUSG00000062075,0.6572418937817027,0.0,0.0,0.6534994624678592,0.6609521926098045,Lmnb2
ENSMUSG00000051495,0.6572283178686458,0.0,0.0,0.6534857693186075,0.6609387335872496,Irf2bp2
ENSMUSG00000073910,0.6566742782765456,0.0,0.0,0.6529269473503904,0.660389462316732,Mob3b
ENSMUSG00000024921,0.6562391754378869,0.0,0.0,0.6524880916375334,0.6599581013878298,Smarca2
ENSMUSG00000036834,0.6547431291198507,0.0,0.0,0.6509791607325106,0.6584749024462057,Plch1
ENSMUSG00000071654,0.652856362443753,0.0,0.0,0.6490761868315158,0.6566042971450118,Uqcc3
ENSMUSG00000057342,0.6512165226897317,0.0,0.0,0.6474222993686172,0.6549784662253871,Sphk2
ENSMUSG00000025173,0.6503233966358473,0.0,0.0,0.6465215373702775,0.6540929553238117,Wdr45b
ENSMUSG00000030556,0.6495431295452957,0.0,0.0,0.6457346079191523,0.6533193326483274,Lrrc28
ENSMUSG00000037172,0.6489511217459247,0.0,0.0,0.6451375506210434,0.6527323608682631,E330009J07Rik
ENSMUSG00000098120,0.6485188037540881,0.0,0.0,0.6447015481383964,0.6523037175979932,Gm5914
ENSMUSG00000066149,0.6483985948784237,0.0,0.0,0.6445803152070007,0.652184530072781,Cdc26
ENSMUSG00000031990,0.6483452475733928,0.0,0.0,0.6445265134994281,0.6521316359712706,Jam3
ENSMUSG00000025153,0.6480027563855095,0.0,0.0,0.6441811059352898,0.6517920534845838,Fasn
ENSMUSG00000092416,0.647054262137308,0.0,0.0,0.6432245432175037,0.650851606655495,Zfp141
ENSMUSG00000019505,0.6470190324052487,0.0,0.0,0.6431890140301499,0.6508166756026498,Ubb
