,Endothelial_1_corr,Endothelial_1_pval,Endothelial_1_qval,Endothelial_1_ci_low,Endothelial_1_ci_high,gene_annotation
ENSMUSG00000050912,0.7837768637822864,0.0,0.0,0.779128348209784,0.7883391847910941,Tmem123
ENSMUSG00000027857,0.7614736934219042,0.0,0.0,0.7564111667858036,0.7664449958791306,Tshb
ENSMUSG00000054141,0.7609451608694855,0.0,0.0,0.7558729712455841,0.7659260150599674,Olfr24
ENSMUSG00000027882,0.7608642971501731,0.0,0.0,0.7557906297259452,0.7658466121514899,Stxbp3
ENSMUSG00000002458,0.7587433862098066,0.0,0.0,0.7536310160152025,0.763763961414163,Rgs19
ENSMUSG00000038709,0.7556632699925004,0.0,0.0,0.7504948898068416,0.7607392228579196,Txndc8
ENSMUSG00000089774,0.7547074681922064,0.0,0.0,0.7495217546685785,0.759800560670942,Slc5a3
ENSMUSG00000108603,0.7537949930731488,0.0,0.0,0.748592752846489,0.7589044284124487,5330411O13Rik
ENSMUSG00000060112,0.7526313444186246,0.0,0.0,0.7474080578798578,0.7577615931795775,Olfr60
ENSMUSG00000055069,0.7523372330933552,0.0,0.0,0.7471086323738123,0.7574727374483372,Rab39
ENSMUSG00000071230,0.7473860518339381,0.0,0.0,0.7420683087058372,0.7526097290052728,Npw
ENSMUSG00000092164,0.7445136991849578,0.0,0.0,0.7391445170272727,0.7497882672720363,Rergl
ENSMUSG00000111229,0.7434144669903232,0.0,0.0,0.7380256529564901,0.7487084599762612,RP23-181A8.7
ENSMUSG00000073995,0.7431981010066504,0.0,0.0,0.7378054262474906,0.7484959141588918,Gm10604
ENSMUSG00000038886,0.7427262484489454,0.0,0.0,0.7373251581727953,0.7480323888731827,Man2a2
ENSMUSG00000024766,0.7378651085309359,0.0,0.0,0.7323776373968706,0.7432567371301271,Lipo3
ENSMUSG00000001687,0.7376300386833756,0.0,0.0,0.7321384051221015,0.7430257873000763,Ubl3
ENSMUSG00000026942,0.7366714309889644,0.0,0.0,0.7311628372033904,0.7420839676062769,Traf2
ENSMUSG00000068940,0.7361300354747174,0.0,0.0,0.7306118729715413,0.7415520440542321,Tcl1b3
ENSMUSG00000021054,0.7359909792603767,0.0,0.0,0.7304703602136019,0.7414154195916777,Sgpp1
ENSMUSG00000047767,0.7356428362674643,0.0,0.0,0.7301160690645373,0.7410733627925815,Atg16l2
ENSMUSG00000032312,0.7348888140389421,0.0,0.0,0.7293487410968776,0.7403325126255261,Csk
ENSMUSG00000052056,0.734749286284831,0.0,0.0,0.72920675271561,0.7401954208406354,Zfp217
ENSMUSG00000094035,0.7340469721441568,0.0,0.0,0.7284920602342719,0.7395053612962001,Ldlrad2
ENSMUSG00000087318,0.7339484632057873,0.0,0.0,0.7283918160352639,0.7394085703112095,Gm12114
ENSMUSG00000047090,0.7333891046127279,0.0,0.0,0.7278226087051731,0.7388589624111803,Tmem198b
ENSMUSG00000028413,0.7325160844698916,0.0,0.0,0.7269342324518573,0.7380011461408246,B4galt1
ENSMUSG00000008318,0.7316642426211571,0.0,0.0,0.7260674250200292,0.7371641222509596,Relt
ENSMUSG00000079852,0.731480888860223,0.0,0.0,0.7258808523349813,0.7369839557577574,Klra4
ENSMUSG00000040247,0.7290959227528525,0.0,0.0,0.7234540912830505,0.7346403766548377,Tbc1d10c
ENSMUSG00000085844,0.7288735963819225,0.0,0.0,0.7232278758944736,0.7344219016352918,Gm11690
ENSMUSG00000084816,0.7284429719283997,0.0,0.0,0.7227897222396434,0.733998733602499,Platr29
ENSMUSG00000078134,0.7283828412669929,0.0,0.0,0.7227285405925764,0.7339396437823574,Gm12355
ENSMUSG00000095280,0.7281938159366631,0.0,0.0,0.7225362119856507,0.7337538898682847,Gm21738
ENSMUSG00000048807,0.7277505373573008,0.0,0.0,0.7220851904097032,0.733318279745195,Slc35e4
ENSMUSG00000058291,0.7254881056425903,0.0,0.0,0.7197833145403889,0.7310949155493948,Zfp68
ENSMUSG00000020038,0.7251652718897366,0.0,0.0,0.7194548625997662,0.7307776467593493,Cry1
ENSMUSG00000037553,0.7250884389811121,0.0,0.0,0.7193766929652567,0.7307021379283709,Zdhhc18
ENSMUSG00000012705,0.7247904919663446,0.0,0.0,0.7190735636872296,0.7304093241980569,Retn
ENSMUSG00000061540,0.7236723952478556,0.0,0.0,0.7179360390467201,0.7293104725815583,Orm2
ENSMUSG00000030059,0.7235758079229924,0.0,0.0,0.7178377748689782,0.7292155463892386,Tmf1
ENSMUSG00000026572,0.7235681437207941,0.0,0.0,0.7178299776183291,0.7292080139885774,Tbx19
ENSMUSG00000055446,0.7235664704180446,0.0,0.0,0.7178282752676937,0.7292063694614884,A630091E08Rik
ENSMUSG00000053030,0.7231705749668962,0.0,0.0,0.7174255091537636,0.7288172803633077,Spink2
ENSMUSG00000075284,0.7229126375866557,0.0,0.0,0.7171630974036113,0.7285637755576015,Wipf1
ENSMUSG00000103308,0.7227469530556849,0.0,0.0,0.716994539647899,0.7284009374477668,Gm37800
ENSMUSG00000005823,0.7224412029095237,0.0,0.0,0.7166834890897407,0.7281004383399992,Gpr108
ENSMUSG00000026773,0.7224344437849666,0.0,0.0,0.716676612816484,0.72809379527396,Pfkfb3
ENSMUSG00000084787,0.7224148393351965,0.0,0.0,0.7166566685900203,0.7280745274391944,Gm12436
ENSMUSG00000037638,0.7218578835759695,0.0,0.0,0.716090063824707,0.7275271310619289,Zbtb42
ENSMUSG00000040712,0.7214989603681875,0.0,0.0,0.7157249264626201,0.7271743644543038,Camta2
ENSMUSG00000023802,0.721115265704004,0.0,0.0,0.7153345922588435,0.7267972479792617,Nox3
ENSMUSG00000024858,0.7194191841968155,0.0,0.0,0.7136092045885769,0.725130203616588,Grk2
ENSMUSG00000087197,0.7189327105789616,0.0,0.0,0.7131143383237974,0.7246520461389638,Gm13780
ENSMUSG00000054266,0.7189103371325913,0.0,0.0,0.7130915790300132,0.7246300550283848,Serpinb9d
ENSMUSG00000029860,0.718826886902231,0.0,0.0,0.713006689743972,0.7245480307612112,Zyx
ENSMUSG00000086209,0.7188010129566984,0.0,0.0,0.7129803696504015,0.7245225989060965,4933405E24Rik
ENSMUSG00000031513,0.718238144356164,0.0,0.0,0.7124077994880044,0.7239693438005996,Leprotl1
ENSMUSG00000055960,0.7179696737519701,0.0,0.0,0.7121347042783529,0.7237054559339033,Skint4
ENSMUSG00000108132,0.7179323105604548,0.0,0.0,0.7120966976181096,0.7236687303913494,Gm44175
ENSMUSG00000045362,0.7177184543377243,0.0,0.0,0.7118791590225433,0.7234585232637651,Tnfrsf26
ENSMUSG00000038172,0.7165738857374223,0.0,0.0,0.7107149012353313,0.7223334667007563,Ttc39b
ENSMUSG00000092443,0.7165738778565139,0.0,0.0,0.7107148932189639,0.7223334589540927,Gm20726
ENSMUSG00000028854,0.7159071544338914,0.0,0.0,0.7100367154280642,0.7216780874486073,Slc9a1
ENSMUSG00000007457,0.7155320981691947,0.0,0.0,0.7096552204491896,0.7213094125048916,2310003L06Rik
ENSMUSG00000097097,0.7151964386571732,0.0,0.0,0.709313801482127,0.7209794612294417,5033426O07Rik
ENSMUSG00000023009,0.7149793211585772,0.0,0.0,0.7090929600163083,0.7207660346414185,Nckap5l
ENSMUSG00000085820,0.714776825417987,0.0,0.0,0.7088869921395121,0.7205669802585493,4933406K04Rik
ENSMUSG00000021067,0.7147626868326561,0.0,0.0,0.7088726111614431,0.7205530819188248,Sav1
ENSMUSG00000026121,0.7144599864231824,0.0,0.0,0.7085647224130982,0.7202555239377856,Sema4c
ENSMUSG00000028989,0.7144163847186886,0.0,0.0,0.7085203735525797,0.7202126627854946,Angptl7
ENSMUSG00000066571,0.7143815434750368,0.0,0.0,0.708484935305077,0.7201784132703827,4931406P16Rik
ENSMUSG00000028917,0.7141361028875902,0.0,0.0,0.7082352899418272,0.7199371403386262,Plekhm2
ENSMUSG00000020941,0.7130094721684899,0.0,0.0,0.7070893772346732,0.7188296221613373,Map3k14
ENSMUSG00000097857,0.7121450931191423,0.0,0.0,0.7062102256442623,0.7179798866994681,Gm26603
ENSMUSG00000097346,0.7118587321700518,0.0,0.0,0.705918974722085,0.7176983732031024,Gm26619
ENSMUSG00000002250,0.7115989775442285,0.0,0.0,0.7056547861969641,0.7174430139932408,Ppard
ENSMUSG00000074886,0.7112690804525374,0.0,0.0,0.7053192602867837,0.7171186969633147,Grk6
ENSMUSG00000030546,0.7109907789158233,0.0,0.0,0.7050362123458179,0.7168451008026133,Plin1
ENSMUSG00000111470,0.7108279318526788,0.0,0.0,0.7048705888224938,0.7166850062358279,RP23-350F7.1
ENSMUSG00000110427,0.7106865806878752,0.0,0.0,0.7047268282183284,0.7165460437359478,RP23-163N19.1
ENSMUSG00000106741,0.7098920322256678,0.0,0.0,0.7039187451732432,0.7157649135334313,4930513D17Rik
ENSMUSG00000022568,0.709569707775193,0.0,0.0,0.7035909345576994,0.715448028277855,Scrib
ENSMUSG00000106677,0.7094918512403646,0.0,0.0,0.7035117532371942,0.7153714852021084,Ugt2a1
ENSMUSG00000073976,0.709412156662268,0.0,0.0,0.7034307027515412,0.7152931349451942,1700026J12Rik
ENSMUSG00000108469,0.7093288064702934,0.0,0.0,0.7033459346225559,0.7152111905806325,Gm45054
ENSMUSG00000020913,0.709312271882874,0.0,0.0,0.7033291187722253,0.7151949348548863,Krt24
ENSMUSG00000018341,0.7089710197297178,0.0,0.0,0.70298206321746,0.714859436619006,Il12rb2
ENSMUSG00000026466,0.7088221485257883,0.0,0.0,0.7028306611739437,0.7147130747113843,Tor1aip1
ENSMUSG00000054134,0.7086513964634669,0.0,0.0,0.7026570069615126,0.7145452001225865,Umodl1
ENSMUSG00000100905,0.7081058833616356,0.0,0.0,0.7021022269503804,0.7140088753309188,Gm28075
ENSMUSG00000045326,0.7080248162066515,0.0,0.0,0.7020197832883178,0.7139291730333923,Fndc7
ENSMUSG00000079165,0.7079424545626101,0.0,0.0,0.7019360233218164,0.7138481978843197,Sap25
ENSMUSG00000107736,0.7077126677386938,0.0,0.0,0.701702336093317,0.7136222785100302,Gm44148
ENSMUSG00000100704,0.7074770433641393,0.0,0.0,0.7014627135704044,0.7133906185580703,Gm28434
ENSMUSG00000108373,0.7072289194690864,0.0,0.0,0.7012103809010335,0.713146667995109,Gm45168
ENSMUSG00000062963,0.7055782196844038,0.0,0.0,0.6995317196838903,0.7115236957504742,Ufc1
ENSMUSG00000050558,0.7050855120406967,0.0,0.0,0.6990306789286106,0.7110392520429155,Prokr2
ENSMUSG00000069274,0.7049639902628022,0.0,0.0,0.6989071027798718,0.7109197676194144,Hist1h4f
ENSMUSG00000036912,0.7049404698689943,0.0,0.0,0.6988831848068316,0.7108966415133824,Piwil4
ENSMUSG00000108313,0.7035163198738609,0.0,0.0,0.6974349867996112,0.7094963414764268,Gm45052
ENSMUSG00000064023,0.7035153600565976,0.0,0.0,0.6974340107917462,0.7094953977171092,Klk8
ENSMUSG00000108800,0.7033555702814436,0.0,0.0,0.6972715259298539,0.7093382809596109,1700011C11Rik
ENSMUSG00000057614,0.7031754595463275,0.0,0.0,0.6970883781150407,0.7091611824653484,Gnai1
ENSMUSG00000000724,0.70305151105551,0.0,0.0,0.6969623400300896,0.7090393064977545,Cryba1
ENSMUSG00000022500,0.7027579066042483,0.0,0.0,0.6966637873290554,0.7087506099330674,Litaf
ENSMUSG00000100969,0.7026689052884141,0.0,0.0,0.6965732864503599,0.7086630959651331,1700030N03Rik
ENSMUSG00000018199,0.7025900644414681,0.0,0.0,0.6964931173939894,0.7085855725150748,Trove2
ENSMUSG00000078598,0.7024129703136778,0.0,0.0,0.6963130403664994,0.7084114370268535,Skint5
ENSMUSG00000031652,0.7022297401940873,0.0,0.0,0.6961267248034514,0.708231267289689,N4bp1
ENSMUSG00000029075,0.7019753868761083,0.0,0.0,0.6958680897489412,0.7079811609862925,Tnfrsf4
ENSMUSG00000017830,0.7016719089348397,0.0,0.0,0.6955595051889846,0.7076827483373772,Dhx58
ENSMUSG00000109921,0.701433200822529,0.0,0.0,0.6953167819234504,0.707448022949719,Gm45547
ENSMUSG00000097581,0.7012458426384571,0.0,0.0,0.6951262732870676,0.7072637898131883,Gm21936
ENSMUSG00000026117,0.7003754041921806,0.0,0.0,0.6942412095771746,0.7064078591558449,Zap70
ENSMUSG00000005514,0.7002809175080223,0.0,0.0,0.694145136426907,0.706314946240481,Por
ENSMUSG00000034659,0.6998728507936653,0.0,0.0,0.6937302206332303,0.7059136738914241,Tmem109
ENSMUSG00000091376,0.6992957830432461,0.0,0.0,0.6931434742133719,0.7053462077768952,Aadacl2
ENSMUSG00000097633,0.6989595927275958,0.0,0.0,0.6928016490204578,0.7050156076436893,Gm16617
ENSMUSG00000050621,0.6989363648241994,0.0,0.0,0.6927780318969693,0.7049927658773438,Rps27rt
ENSMUSG00000020033,0.6987349094298712,0.0,0.0,0.6925732013544385,0.7047946589190891,4930463O16Rik
ENSMUSG00000026135,0.6979943033016935,0.0,0.0,0.6918201957825324,0.7040663544503168,Zfp142
ENSMUSG00000025986,0.6976677128721096,0.0,0.0,0.6914881417473359,0.7037451847138254,Slc39a10
ENSMUSG00000031022,0.6975115449847568,0.0,0.0,0.6913293622147432,0.703591607996947,BC051019
ENSMUSG00000054792,0.6973927639387005,0.0,0.0,0.6912085951552632,0.7034747974107266,Klhl18
ENSMUSG00000041354,0.6970960206061215,0.0,0.0,0.6909068917976938,0.703182975320123,Rgl2
ENSMUSG00000041247,0.6967479310787622,0.0,0.0,0.690552986748188,0.7028406559550192,Lamp3
ENSMUSG00000075085,0.6963837556589809,0.0,0.0,0.690182730234835,0.7024825143273433,Olfr1242
ENSMUSG00000042477,0.6962597852205024,0.0,0.0,0.6900566904472696,0.702360597171919,Tfap2e
ENSMUSG00000029640,0.6956434554177913,0.0,0.0,0.6894300782808074,0.7017544701309615,Usp12
ENSMUSG00000002325,0.6952634162733436,0.0,0.0,0.6890437034958256,0.7013807177684868,Irf9
ENSMUSG00000039747,0.6951833866463276,0.0,0.0,0.6889623401438956,0.7013020115995228,Orai2
ENSMUSG00000042507,0.6950540983435065,0.0,0.0,0.6888308975323832,0.7011748610353132,Elmsan1
ENSMUSG00000056617,0.6948803103320575,0.0,0.0,0.6886542143659696,0.7010039459368123,4931429L15Rik
ENSMUSG00000044350,0.6947211471705816,0.0,0.0,0.6884924003352692,0.7008474133057849,Lacc1
ENSMUSG00000027087,0.694593558881706,0.0,0.0,0.6883626875058265,0.7007219332752594,Itgav
ENSMUSG00000041730,0.6945835923770601,0.0,0.0,0.6883525550603825,0.7007121314403477,Prrxl1
ENSMUSG00000064330,0.6941650973618494,0.0,0.0,0.687927094361039,0.7003005488436244,Pde6h
ENSMUSG00000015501,0.6935011652769066,0.0,0.0,0.6872521201850512,0.6996475747717629,Hivep2
ENSMUSG00000003573,0.6934005338558281,0.0,0.0,0.6871498160686499,0.6995486033480609,Homer3
ENSMUSG00000028800,0.6932417906424782,0.0,0.0,0.686988434729799,0.6993924782539825,Hdac1
ENSMUSG00000094692,0.6931028046016585,0.0,0.0,0.686847139410912,0.6992557839995137,Olfr738
ENSMUSG00000024143,0.6929075899311153,0.0,0.0,0.6866486820120007,0.6990637875277969,Rhoq
ENSMUSG00000090667,0.6928019179017011,0.0,0.0,0.6865412550441928,0.6989598571774888,Gm765
ENSMUSG00000057337,0.6927046568882431,0.0,0.0,0.6864423790190743,0.6988641989834801,Chst3
ENSMUSG00000108674,0.6926753842689888,0.0,0.0,0.686412620375558,0.6988354087211962,Olfr1359
ENSMUSG00000067103,0.6925980664251686,0.0,0.0,0.6863340188954818,0.6987593648320884,AY702103
ENSMUSG00000105227,0.6918984000592419,0.0,0.0,0.6856227432729897,0.69807122043426,Gm42624
ENSMUSG00000050350,0.6912605497715756,0.0,0.0,0.6849743198570315,0.6974438642033614,Gpr18
ENSMUSG00000081769,0.6909590682882433,0.0,0.0,0.684667844424821,0.6971473394630374,Gm12216
