,Cardiac_corr,Cardiac_pval,Cardiac_qval,Cardiac_ci_low,Cardiac_ci_high,gene_annotation
ENSMUSG00000068699,0.5185983627272541,0.0,0.0,0.5098154960622897,0.5272731345439712,Flnc
ENSMUSG00000019787,0.517737261532263,0.0,0.0,0.5089437647115541,0.5264227112726003,Trdn
ENSMUSG00000037161,0.5175381364239624,0.0,0.0,0.5087421840034559,0.5262260529036942,Mgarp
ENSMUSG00000067279,0.5119223195572498,0.0,0.0,0.5030575103240189,0.5206794214183736,Ppp1r3c
ENSMUSG00000022358,0.5108879082775735,0.0,0.0,0.5020104995418699,0.519657673183201,Fbxo32
ENSMUSG00000064179,0.5107154227215509,0.0,0.0,0.5018359155807581,0.5194872967187615,Tnnt1
ENSMUSG00000090066,0.5095010840659457,0.0,0.0,0.5006068241388307,0.5182877868200229,1110002E22Rik
ENSMUSG00000003500,0.5092843435601999,0.0,0.0,0.5003874542621272,0.5180736893800465,Impdh1
ENSMUSG00000047819,0.50914676615573,0.0,0.0,0.5002482084405114,0.517937789106825,Tigd4
ENSMUSG00000052374,0.5075787289803215,0.0,0.0,0.49866118801261533,0.5163888356663779,Actn2
ENSMUSG00000018845,0.5071446817620052,0.0,0.0,0.4982218966191772,0.5159600608152054,Unc45b
ENSMUSG00000098150,0.5069130718415,0.0,0.0,0.4979874902530782,0.515731262450591,4921515E04Rik
ENSMUSG00000072720,0.5068825902018312,0.0,0.0,0.4979566406768729,0.5157011507395537,Myo18b
ENSMUSG00000042451,0.5056798291870898,0.0,0.0,0.4967393794559381,0.5145129691787358,Mybph
ENSMUSG00000023829,0.5050177290938668,0.0,0.0,0.4960693122487626,0.5138588803582523,Slc22a1
ENSMUSG00000013936,0.5049624701893393,0.0,0.0,0.49601338889042496,0.5138042896101587,Myl2
ENSMUSG00000031880,0.5048136048728656,0.0,0.0,0.49586273393090424,0.5136572239245778,Rrad
ENSMUSG00000038193,0.5044820289563982,0.0,0.0,0.4955271737804683,0.5133296545573309,Hand2
ENSMUSG00000017817,0.5028781470439162,0.0,0.0,0.49390405727229186,0.5117451165210346,Jph2
ENSMUSG00000106795,0.5027952171235929,0.0,0.0,0.4938201345131639,0.5116631851501737,Gm43050
ENSMUSG00000059741,0.5027118711379367,0.0,0.0,0.49373579087601543,0.511580842561278,Myl3
ENSMUSG00000034842,0.500861248433067,0.0,0.0,0.491863059720296,0.5097524574128504,Art3
