,Notochord_corr,Notochord_pval,Notochord_qval,Notochord_ci_low,Notochord_ci_high,gene_annotation
ENSMUSG00000035944,0.7729395887350535,0.0,0.0,0.7702853087573738,0.7755670875487191,Ttc38
ENSMUSG00000025509,0.7669667424954246,0.0,0.0,0.7642519255468392,0.7696543780840727,Pnpla2
ENSMUSG00000040329,0.7573747937847998,0.0,0.0,0.7545637531966862,0.7601580398481835,Il7
ENSMUSG00000035818,0.7404212940875864,0.0,0.0,0.7374431773417646,0.743370620282746,Plekhs1
ENSMUSG00000054200,0.7302791048109558,0.0,0.0,0.7272028664177084,0.7333260094957482,Ffar4
ENSMUSG00000085654,0.7236696401876188,0.0,0.0,0.720530194697188,0.726779418915911,Gm12536
ENSMUSG00000022906,0.7230907744737384,0.0,0.0,0.7199458209106057,0.7262060328851404,Parp9
ENSMUSG00000019989,0.7219949255284726,0.0,0.0,0.7188395568609681,0.7251205456425679,Enpp3
ENSMUSG00000028943,0.7215979697286177,0.0,0.0,0.7184388322796013,0.7247273393907289,Espn
ENSMUSG00000033579,0.7205961016342811,0.0,0.0,0.7174274615645084,0.7237349256351945,Fa2h
ENSMUSG00000104861,0.7160791482538846,0.0,0.0,0.7128678311831746,0.719260436205776,3110039M20Rik
ENSMUSG00000035580,0.7132884387083018,0.0,0.0,0.7100508901844538,0.7164958302584296,Kcnh8
ENSMUSG00000111091,0.7123087812225406,0.0,0.0,0.709062048918436,0.7155253123512951,RP23-119E2.1
ENSMUSG00000109816,0.7097061060292201,0.0,0.0,0.7064350370218323,0.7129468581434698,4930483O08Rik
ENSMUSG00000108669,0.7075158567560847,0.0,0.0,0.7042243773285353,0.710776923833718,4930441H08Rik
ENSMUSG00000028803,0.7061198121866455,0.0,0.0,0.7028153566504008,0.7093937954446964,Nipal3
ENSMUSG00000039200,0.7035122178376785,0.0,0.0,0.7001835943890647,0.7068102589737603,Atf7ip2
ENSMUSG00000040728,0.7028724849706384,0.0,0.0,0.6995379461171259,0.7061764148941208,Esrp1
ENSMUSG00000070732,0.7022496990818069,0.0,0.0,0.6989094067564489,0.7055593567074545,Rbm44
ENSMUSG00000103156,0.7017437473144945,0.0,0.0,0.6983987846623098,0.7050580544352182,Gm38293
ENSMUSG00000036687,0.6987609761375139,0.0,0.0,0.6953885494074242,0.7021026264086561,Tmem184a
ENSMUSG00000022297,0.6981643469129855,0.0,0.0,0.6947864408802568,0.7015114526839811,Fzd6
ENSMUSG00000074529,0.6975477654538679,0.0,0.0,0.6941642018568578,0.7009005043252058,Zfp972
ENSMUSG00000017639,0.6969438976106201,0.0,0.0,0.693554798007032,0.700302148661774,Rab11fip4
ENSMUSG00000035486,0.6955251091161324,0.0,0.0,0.692123021740979,0.6988962924740587,Plk5
ENSMUSG00000046826,0.6948517381249262,0.0,0.0,0.6914434959945165,0.6982290501670689,Fam187b
ENSMUSG00000055717,0.6937421433958096,0.0,0.0,0.6903237724882322,0.6971295416095961,Slain1
ENSMUSG00000052407,0.6923204409921341,0.0,0.0,0.6888891162090035,0.6957207391363815,Ccdc171
ENSMUSG00000000303,0.6917878285616227,0.0,0.0,0.6883516577894355,0.6951929526716268,Cdh1
ENSMUSG00000031933,0.6913316326494425,0.0,0.0,0.687891314165702,0.6947408874011205,Izumo1r
ENSMUSG00000037033,0.6909722887646623,0.0,0.0,0.6875287050921791,0.6943847953115159,Clca3b
ENSMUSG00000037742,0.689209739967216,0.0,0.0,0.6857501657127805,0.6926381720686106,Eef1a1
ENSMUSG00000097019,0.6882802450741996,0.0,0.0,0.68481225469098,0.6917170594571042,Gm26663
ENSMUSG00000105699,0.6880816988108313,0.0,0.0,0.6846119121760371,0.6915203022551261,Gm43703
ENSMUSG00000038764,0.6880343139976163,0.0,0.0,0.6845640987490622,0.6914733443417409,Ptpn3
ENSMUSG00000032092,0.6868358928261149,0.0,0.0,0.6833548473270742,0.6902857103383817,Mpzl2
ENSMUSG00000100650,0.6842876625221688,0.0,0.0,0.6807836518956298,0.687760355247036,Gm28807
ENSMUSG00000043003,0.6842021671443482,0.0,0.0,0.6806973875146498,0.6876756258954837,Rasef
ENSMUSG00000029337,0.6838527833236572,0.0,0.0,0.680344862110173,0.6873293715201088,Fgf5
ENSMUSG00000040969,0.6835117503964353,0.0,0.0,0.6800007642540853,0.6869913917149897,Arhgef38
ENSMUSG00000032936,0.68276915149188,0.0,0.0,0.6792514968198321,0.686255435772909,Camkv
ENSMUSG00000033966,0.6817553369334007,0.0,0.0,0.6782285900572604,0.6852506788273959,Cdkl4
ENSMUSG00000041625,0.6813139184460986,0.0,0.0,0.677783217062559,0.6848131998995032,Ggact
ENSMUSG00000028150,0.6805824317547078,0.0,0.0,0.6770451829525467,0.6840882360069215,Rorc
