,Endothelial_corr,Endothelial_pval,Endothelial_qval,Endothelial_ci_low,Endothelial_ci_high,gene_annotation
ENSMUSG00000053310,0.496871288889241,0.0,0.0,0.4895151663429711,0.504156696177558,Nrgn
ENSMUSG00000026180,0.48300411768969975,0.0,0.0,0.47551628698585163,0.4904219665490766,Cxcr2
ENSMUSG00000056071,0.4702236445418025,0.0,0.0,0.46261778421211724,0.4777602922899584,S100a9
ENSMUSG00000071561,0.44647363403170637,0.0,0.0,0.43865698708851314,0.45422272739501546,BC100530
ENSMUSG00000030156,0.44317870534105913,0.0,0.0,0.43533369283633977,0.4509564173243255,Cd69
ENSMUSG00000024338,0.43445433250897325,0.0,0.0,0.4265352455695947,0.4423068152168756,Psmb8
ENSMUSG00000020437,0.42082940688490245,0.0,0.0,0.41279763460259805,0.42879573705253843,Myo1g
ENSMUSG00000002111,0.4164363527633304,0.0,0.0,0.4083690265215146,0.4244386306106207,Spi1
ENSMUSG00000056054,0.4126447880425249,0.0,0.0,0.4045470811414834,0.42067779369119607,S100a8
ENSMUSG00000009350,0.4048980777759214,0.0,0.0,0.3967391780975141,0.41299300630535274,Mpo
ENSMUSG00000085452,0.39551421259272423,0.0,0.0,0.3872827689108381,0.4036826063736189,4930554G24Rik
ENSMUSG00000049625,0.3941335154482547,0.0,0.0,0.385891544134597,0.40231257576380863,Tifab
ENSMUSG00000020573,0.3920077711451254,0.0,0.0,0.3837496645997467,0.40020318221394646,Pik3cg
ENSMUSG00000026357,0.37950481359999,0.0,0.0,0.37115360271342646,0.387794636926337,Rgs18
ENSMUSG00000022584,0.36557194462762904,0.0,0.0,0.3571206012396647,0.3739634370934746,Ly6c2
ENSMUSG00000030157,0.36304706450902224,0.0,0.0,0.3545779836186784,0.3714565816440798,Clec2d
ENSMUSG00000022831,0.35750727837602014,0.0,0.0,0.3489997188545737,0.3659559133780763,Hcls1
ENSMUSG00000024681,0.3573065285263744,0.0,0.0,0.348797585941673,0.3657565699909256,Ms4a3
ENSMUSG00000033220,0.35536605086535755,0.0,0.0,0.34684378019459594,0.36382964743670976,Rac2
ENSMUSG00000045165,0.349477441647675,0.0,0.0,0.3409151780703705,0.3579817292998616,AI467606
ENSMUSG00000034833,0.3395796696812711,0.0,0.0,0.33095171887160996,0.3481508489172703,Tespa1
ENSMUSG00000041481,0.333086882787961,0.0,0.0,0.3244168868526836,0.3417009177402169,Serpina3g
ENSMUSG00000039109,0.33031182600456355,0.0,0.0,0.32162411215127107,0.33894393020052266,F13a1
ENSMUSG00000068220,0.3286918546941572,0.0,0.0,0.31999386767485344,0.337334438481257,Lgals1
ENSMUSG00000028581,0.326324666017025,0.0,0.0,0.31761175991831503,0.33498247228026834,Laptm5
ENSMUSG00000097354,0.32360081239055827,0.0,0.0,0.3148708754231567,0.33227600119641926,2310001H17Rik
ENSMUSG00000045826,0.31909310636787447,0.0,0.0,0.3103353048471074,0.3277967476811853,Ptprcap
ENSMUSG00000031506,0.31902861571855773,0.0,0.0,0.3102704184393048,0.32773266125565453,Ptpn7
ENSMUSG00000031662,0.31854378713029635,0.0,0.0,0.3097826172258427,0.32725086898127403,Snx20
ENSMUSG00000052142,0.3181688118805812,0.0,0.0,0.30940534605661607,0.3268782389672793,Rasal3
ENSMUSG00000052435,0.3162102518520325,0.0,0.0,0.30743483888226,0.32493188449451105,Cebpe
ENSMUSG00000022439,0.30819459326673593,0.0,0.0,0.2993710693003648,0.3169654087215511,Parvg
ENSMUSG00000026581,0.3023114883017001,0.0,0.0,0.29345345513646137,0.31111761393468196,Sell
ENSMUSG00000034786,0.30119153547290844,0.0,0.0,0.29232700978294224,0.31000430746231517,Gpsm3
ENSMUSG00000031805,0.2987509482157663,0.0,0.0,0.2898723593020274,0.3075781201385793,Jak3
ENSMUSG00000047867,0.29598995634891195,0.0,0.0,0.28709559877530744,0.3048332802763812,Gimap6
ENSMUSG00000059108,0.29421032753499915,0.0,0.0,0.2853058853135039,0.30306398455695965,Ifitm6
ENSMUSG00000032322,0.2909803403749732,0.0,0.0,0.28205775336453953,0.2998525958052296,Pstpip1
